customer_id,signup_date,country,acquisition_channel,age,gender
211,2022-05-10,DE,Organic,40,M
212,2022-02-22,DE,Email,57,F
213,2023-11-15,DE,Social,62,F
214,2023-11-03,DE,Ads,24,F
215,2023-02-20,DE,Ads,58,F
216,2022-09-04,DE,Organic,29,M
217,2023-03-15,DE,Organic,31,F
218,2022-07-22,DE,Email,63,M
219,2022-07-03,DE,Organic,32,F
220,2022-05-03,DE,Email,20,M
221,2023-02-05,DE,Social,32,F
222,2022-10-21,DE,Organic,41,M
223,2022-10-07,CH,Ads,63,F
224,2023-09-02,DE,Organic,25,F
225,2022-07-17,DE,Ads,22,M
226,2023-05-26,DE,Email,21,F
227,2022-05-24,CH,Social,31,F
228,2023-09-01,DE,Organic,33,F
229,2022-07-20,DE,Ads,37,F
230,2022-05-04,AT,Ads,41,M
231,2022-07-06,DE,Ads,23,M
232,2022-11-22,AT,Social,48,M
233,2023-04-09,DE,Email,23,M
234,2022-12-15,CH,Ads,52,M
235,2023-10-22,DE,Ads,32,F
236,2023-02-07,DE,Ads,46,M
237,2022-12-12,DE,Ads,20,M
238,2023-05-26,DE,Email,28,M
239,2022-05-27,DE,Email,20,F
240,2022-05-28,AT,Email,45,F
241,2023-05-04,AT,Social,27,M
242,2023-10-02,DE,Email,50,F
243,2023-07-05,AT,Organic,33,M
244,2022-12-04,DE,Organic,27,Other
245,2023-10-03,DE,Organic,50,F
246,2023-04-18,DE,Social,53,M
247,2022-05-31,DE,Email,20,F
248,2023-02-19,DE,Email,22,F
249,2022-10-25,DE,Ads,29,M
250,2023-09-03,CH,Email,61,F
251,2022-09-20,DE,Organic,30,M
252,2022-05-24,AT,Organic,41,M
253,2022-12-12,DE,Social,61,M
254,2023-09-16,DE,Email,49,M
255,2023-07-26,DE,Social,33,M
256,2022-01-02,AT,Email,49,F
257,2022-10-31,DE,Ads,62,M
258,2022-09-11,DE,Ads,54,M
259,2023-10-14,DE,Organic,53,F
260,2023-03-29,DE,Ads,38,F
261,2022-02-06,DE,Social,64,Other
262,2022-06-09,DE,Social,29,F
263,2022-01-09,DE,Social,38,Other
264,2022-08-21,DE,Email,38,F
265,2022-04-09,DE,Social,60,Other
266,2023-10-21,DE,Organic,23,F
267,2022-07-27,DE,Email,26,M
268,2022-05-11,DE,Email,18,M
269,2023-02-08,AT,Email,29,F
270,2022-06-01,DE,Email,31,M
271,2022-02-23,DE,Ads,23,M
272,2022-04-30,DE,Social,18,F
273,2023-11-04,DE,Ads,39,F
274,2023-09-20,DE,Ads,51,M
275,2023-08-10,DE,Social,28,F
276,2023-09-17,DE,Email,20,F
277,2023-02-24,AT,Social,59,Other
278,2023-02-26,DE,Ads,23,F
279,2022-04-14,DE,Ads,23,F
280,2022-09-11,DE,Ads,37,F
281,2022-08-15,DE,Ads,38,M
282,2022-04-22,DE,Email,19,F
283,2023-05-25,DE,Organic,43,F
284,2023-04-18,DE,Email,48,F
285,2022-04-09,DE,Social,43,F
286,2022-06-02,DE,Ads,49,M
287,2022-12-04,DE,Email,27,F
288,2022-06-12,DE,Organic,40,M
289,2023-11-12,DE,Email,23,M
290,2022-06-10,CH,Organic,40,M
291,2023-08-03,DE,Social,45,M
292,2023-02-02,DE,Organic,47,F
293,2022-10-04,AT,Email,31,M
294,2023-05-19,DE,Ads,54,M
295,2023-01-27,DE,Organic,49,F
296,2022-05-15,DE,Organic,51,M
297,2022-07-14,DE,Email,58,M
298,2023-02-05,DE,Ads,61,M
299,2023-10-02,DE,Ads,39,M
300,2022-02-02,DE,Email,48,M
301,2023-11-19,DE,Ads,24,M
302,2023-04-05,CH,Ads,58,F
303,2023-04-15,DE,Organic,38,M
304,2023-01-10,DE,Social,33,M
305,2022-01-22,CH,Organic,37,F
306,2023-11-01,DE,Ads,60,M
307,2022-02-07,CH,Email,61,F
308,2022-08-18,DE,Social,64,F
309,2022-12-31,DE,Social,36,M
310,2023-07-17,DE,Social,49,F
311,2023-03-14,DE,Organic,32,M
312,2022-10-10,DE,Ads,22,M
313,2022-01-27,CH,Organic,28,F
314,2022-08-14,DE,Ads,32,F
315,2022-10-04,DE,Ads,46,F
316,2023-09-01,AT,Organic,62,F
317,2022-10-11,DE,Email,21,M
318,2023-04-26,DE,Email,53,F
319,2023-03-29,AT,Ads,40,F
320,2023-10-21,DE,Ads,32,Other
321,2023-05-31,DE,Social,63,F
322,2023-07-01,AT,Email,61,F
323,2022-07-11,DE,Email,20,M
324,2022-02-18,DE,Email,49,F
325,2023-05-27,DE,Email,27,M
326,2022-01-17,DE,Email,57,M
327,2022-06-21,AT,Organic,55,F
328,2022-08-08,DE,Ads,39,M
329,2022-06-07,DE,Organic,31,Other
330,2023-04-22,DE,Social,34,M
331,2022-02-15,DE,Organic,38,F
332,2023-01-08,DE,Email,32,M
333,2023-06-02,AT,Email,32,M
334,2022-04-09,DE,Social,18,M
335,2022-02-06,DE,Ads,41,F
336,2022-10-07,DE,Organic,29,M
337,2022-12-15,DE,Social,27,F
338,2023-05-12,DE,Social,63,M
339,2022-10-29,DE,Social,59,M
340,2022-06-30,DE,Ads,59,M
341,2023-08-30,DE,Ads,48,M
342,2022-04-09,DE,Social,28,F
343,2023-12-01,DE,Ads,33,F
344,2022-04-26,DE,Email,26,M
345,2022-07-10,DE,Organic,64,F
346,2022-09-10,AT,Ads,31,F
347,2022-06-10,DE,Social,36,M
348,2022-09-13,CH,Organic,48,M
349,2022-11-19,DE,Ads,26,F
350,2022-05-08,DE,Social,53,M
351,2022-01-18,CH,Organic,56,M
352,2023-07-20,DE,Organic,43,M
353,2023-07-24,CH,Email,25,F
354,2022-11-19,DE,Ads,41,M
355,2023-11-17,DE,Organic,25,M
356,2023-09-18,DE,Email,36,M
357,2022-10-15,DE,Email,64,M
358,2023-10-25,DE,Organic,47,M
359,2023-10-01,DE,Ads,39,F
360,2022-06-04,DE,Ads,26,M
361,2023-05-05,DE,Email,61,F
362,2023-01-21,DE,Ads,21,M
363,2022-04-14,DE,Organic,54,F
364,2023-01-28,CH,Email,25,F
365,2022-09-03,DE,Email,18,M
366,2022-06-25,AT,Organic,45,F
367,2022-02-08,AT,Social,23,F
368,2023-04-22,DE,Organic,64,F
369,2023-11-13,DE,Email,53,M
370,2023-06-22,DE,Ads,28,Other
371,2023-02-12,DE,Social,22,F
372,2023-06-09,DE,Email,41,Other
373,2023-05-21,DE,Organic,64,F
374,2022-02-05,DE,Ads,35,M
375,2023-11-16,DE,Email,37,F
376,2022-01-20,DE,Organic,45,F
377,2022-11-17,DE,Organic,30,Other
378,2023-05-27,DE,Organic,22,M
379,2023-02-04,DE,Email,47,F
380,2023-10-16,DE,Email,18,M
381,2023-04-16,DE,Ads,39,F
382,2022-05-23,DE,Ads,35,M
383,2022-04-02,DE,Email,63,M
384,2022-12-20,DE,Email,22,F
385,2022-02-20,DE,Email,48,M
386,2023-10-27,DE,Social,23,F
387,2023-11-29,DE,Organic,44,F
388,2023-07-29,DE,Social,42,M
389,2022-07-09,DE,Email,46,M
390,2022-05-05,DE,Social,45,F
391,2022-05-30,DE,Email,33,M
392,2022-11-10,AT,Ads,29,F
393,2023-07-24,DE,Organic,37,Other
394,2022-12-08,DE,Ads,35,M
395,2022-11-01,DE,Ads,51,M
396,2023-11-23,DE,Email,40,M
397,2023-11-13,DE,Email,62,F
398,2022-02-23,DE,Organic,44,M
399,2023-03-20,DE,Organic,34,M
400,2023-09-05,DE,Organic,38,F
401,2022-09-21,DE,Ads,57,F
402,2022-02-22,AT,Organic,48,M
403,2023-07-26,AT,Email,20,M
404,2023-09-12,DE,Email,34,Other
405,2022-01-05,DE,Social,43,F
406,2022-04-13,DE,Email,40,F
407,2022-07-15,DE,Organic,23,F
408,2022-12-16,DE,Email,45,Other
409,2022-02-16,DE,Organic,25,F
410,2023-10-18,DE,Organic,62,F
411,2022-09-26,CH,Email,25,F
412,2023-01-05,DE,Email,36,F
413,2023-09-28,DE,Organic,55,M
414,2022-04-16,DE,Ads,46,M
415,2023-11-01,DE,Email,40,F
416,2023-10-21,DE,Organic,64,M
417,2023-10-19,DE,Email,49,F
418,2022-04-30,DE,Social,27,M
419,2023-08-27,AT,Ads,44,F
420,2022-02-27,DE,Email,18,M
421,2022-12-12,DE,Organic,56,F
422,2023-04-19,DE,Ads,46,F
423,2022-04-27,AT,Email,62,M
424,2022-05-07,DE,Ads,20,F
425,2023-01-28,DE,Email,64,M
426,2023-10-03,AT,Email,54,M
427,2022-02-27,DE,Email,48,M
428,2023-09-26,CH,Ads,28,M
429,2023-05-28,DE,Email,39,Other
430,2022-04-06,DE,Organic,35,M
431,2023-09-30,DE,Organic,52,F
432,2022-04-28,DE,Ads,23,M
433,2023-07-14,DE,Organic,20,F
434,2023-08-24,DE,Organic,22,M
435,2023-05-03,DE,Ads,26,F
436,2022-08-25,DE,Organic,45,F
437,2022-09-29,AT,Email,36,F
438,2022-07-08,AT,Social,45,M
439,2023-03-23,DE,Email,44,F
440,2023-08-04,AT,Ads,30,M
441,2022-09-04,DE,Organic,55,M
442,2022-03-17,DE,Email,60,M
443,2022-06-03,DE,Email,38,M
444,2023-10-18,DE,Ads,44,M
445,2023-03-11,DE,Ads,63,F
446,2022-03-27,DE,Organic,23,M
447,2023-11-28,DE,Organic,55,M
448,2022-10-12,DE,Email,28,M
449,2022-08-08,DE,Email,64,F
450,2022-03-10,AT,Organic,58,F
451,2022-02-16,DE,Ads,34,M
452,2022-04-04,CH,Organic,56,F
453,2023-03-29,AT,Email,24,F
454,2022-07-23,CH,Ads,47,M
455,2022-08-06,CH,Ads,38,F
456,2023-04-19,AT,Ads,18,F
457,2023-03-08,DE,Ads,42,F
458,2022-12-07,DE,Ads,49,M
459,2023-07-05,DE,Ads,25,M
460,2023-09-04,DE,Email,22,M
461,2022-10-16,DE,Email,47,F
462,2022-09-11,DE,Ads,25,F
463,2022-12-23,CH,Ads,36,M
464,2022-01-23,AT,Ads,61,M
465,2023-06-06,AT,Ads,47,F
466,2022-04-10,DE,Organic,32,F
467,2022-06-29,DE,Social,53,F
468,2022-08-11,DE,Email,61,F
469,2023-10-21,DE,Email,44,F
470,2023-03-18,DE,Email,30,M
471,2023-08-31,DE,Organic,31,M
472,2022-11-21,CH,Ads,54,M
473,2023-05-31,DE,Email,47,F
474,2022-01-16,DE,Organic,56,M
475,2022-12-02,DE,Email,64,F
476,2022-09-15,DE,Ads,30,M
477,2023-05-12,DE,Ads,33,M
478,2022-06-09,CH,Organic,61,F
479,2023-04-20,DE,Email,24,M
480,2023-10-26,DE,Social,44,M
481,2023-11-21,DE,Organic,62,F
482,2023-11-06,DE,Email,52,M
483,2023-01-15,DE,Email,32,F
484,2023-06-29,DE,Ads,45,F
485,2023-11-22,DE,Organic,52,F
486,2023-03-03,DE,Organic,24,F
487,2023-09-05,DE,Ads,63,M
488,2022-09-25,DE,Social,63,F
489,2023-07-31,AT,Email,37,M
490,2023-02-21,DE,Email,49,M
491,2022-06-17,DE,Social,55,M
492,2022-02-12,DE,Organic,57,M
493,2023-07-10,DE,Ads,49,F
494,2022-10-12,DE,Organic,43,M
495,2023-02-01,DE,Social,56,F
496,2022-01-12,DE,Organic,37,M
497,2023-08-30,AT,Organic,35,M
498,2022-10-29,DE,Organic,32,Other
499,2022-09-10,CH,Email,39,M
500,2023-05-14,DE,Organic,39,F
501,2022-02-04,CH,Email,38,M
502,2022-03-31,AT,Social,19,M
503,2023-08-28,DE,Ads,57,F
504,2023-08-25,AT,Organic,60,F
505,2023-02-22,DE,Ads,35,M
506,2022-04-25,CH,Email,40,M
507,2023-09-09,DE,Email,30,M
508,2022-07-15,DE,Social,58,F
509,2023-05-16,DE,Social,26,F
510,2023-09-18,CH,Ads,24,F
511,2023-05-08,DE,Social,58,M
512,2022-03-16,DE,Organic,18,F
513,2023-02-17,DE,Organic,19,F
514,2023-01-11,AT,Email,21,F
515,2023-02-24,DE,Social,31,F
516,2022-10-04,DE,Ads,49,F
517,2023-11-07,DE,Social,53,M
518,2023-01-29,DE,Organic,19,F
519,2023-04-02,DE,Organic,57,F
520,2022-07-11,CH,Organic,31,M
521,2023-11-20,DE,Email,37,M
522,2022-04-09,DE,Ads,42,F
523,2023-07-02,DE,Ads,59,M
524,2022-04-06,DE,Email,25,F
525,2023-10-26,DE,Ads,45,M
526,2023-10-25,DE,Organic,63,M
527,2022-07-09,DE,Social,38,M
528,2022-02-06,CH,Email,40,M
529,2023-01-04,DE,Ads,49,M
530,2023-11-26,CH,Email,25,F
531,2023-06-09,AT,Email,48,F
532,2022-10-06,DE,Email,54,Other
533,2022-08-05,AT,Organic,33,M
534,2022-09-30,DE,Email,57,F
535,2022-03-03,DE,Organic,59,F
536,2023-08-19,DE,Email,44,F
537,2022-12-08,DE,Social,57,F
538,2023-02-01,DE,Organic,58,M
539,2023-11-30,DE,Social,35,M
540,2022-01-19,DE,Social,52,M
541,2022-06-26,DE,Social,32,M
542,2023-09-04,CH,Social,44,F
543,2023-01-31,DE,Organic,34,M
544,2023-03-21,DE,Email,57,F
545,2022-08-21,DE,Email,19,F
546,2022-03-17,DE,Email,48,Other
547,2022-09-22,DE,Organic,54,F
548,2023-03-31,CH,Ads,58,M
549,2023-01-19,DE,Social,58,F
550,2023-07-18,DE,Social,51,M
551,2023-05-21,AT,Ads,51,F
552,2023-01-02,AT,Ads,20,F
553,2022-05-24,DE,Social,34,F
554,2022-03-10,DE,Email,31,M
555,2022-04-09,DE,Organic,31,F
556,2023-01-31,DE,Email,63,M
557,2022-01-25,DE,Organic,55,M
558,2023-04-14,DE,Email,52,F
559,2023-04-29,CH,Social,18,M
560,2023-07-19,DE,Ads,46,Other
561,2022-05-31,DE,Email,21,M
562,2022-05-24,DE,Email,50,F
563,2023-07-23,DE,Ads,34,M
564,2022-02-08,DE,Social,45,F
565,2022-04-19,DE,Organic,43,F
566,2023-11-24,AT,Ads,25,F
567,2022-02-11,DE,Ads,51,M
568,2022-07-05,DE,Ads,35,F
569,2023-02-02,DE,Organic,48,M
570,2022-08-11,DE,Organic,44,M
571,2023-09-26,DE,Ads,33,M
572,2022-05-13,DE,Organic,27,F
573,2022-06-12,DE,Organic,57,M
574,2022-08-03,CH,Social,29,F
575,2022-08-23,DE,Social,39,F
576,2023-10-20,DE,Organic,33,M
577,2023-08-11,DE,Organic,29,F
578,2022-01-09,CH,Email,28,M
579,2022-03-15,DE,Organic,37,F
580,2023-05-07,DE,Ads,18,M
581,2022-09-10,DE,Email,44,F
582,2022-08-18,DE,Ads,20,M
583,2023-06-03,DE,Organic,29,M
584,2022-06-23,DE,Email,47,M
585,2023-10-15,DE,Ads,26,M
586,2022-06-17,DE,Ads,54,M
587,2022-06-19,AT,Email,18,M
588,2023-01-28,DE,Email,59,F
589,2023-09-26,DE,Organic,21,F
590,2022-07-13,DE,Organic,32,F
591,2023-06-01,CH,Email,44,F
592,2022-01-29,DE,Social,25,F
593,2022-06-14,AT,Organic,40,F
594,2023-02-26,DE,Ads,32,F
595,2022-12-05,DE,Organic,44,M
596,2023-10-10,CH,Social,48,F
597,2023-05-11,DE,Ads,56,M
598,2022-12-31,DE,Email,64,F
599,2022-12-08,AT,Social,25,F
600,2023-05-15,DE,Organic,47,M
601,2023-10-19,DE,Email,59,F
602,2023-05-26,DE,Ads,35,M
603,2022-11-23,DE,Ads,21,M
604,2022-08-05,DE,Social,64,M
605,2022-10-28,DE,Ads,60,F
606,2022-05-12,DE,Email,39,F
607,2022-03-11,DE,Organic,20,F
608,2022-09-09,DE,Ads,32,M
609,2023-02-19,AT,Email,52,F
610,2023-03-21,DE,Ads,64,F
611,2022-07-01,CH,Organic,55,M
612,2022-06-16,DE,Email,50,F
613,2022-04-01,DE,Organic,31,M
614,2023-06-15,DE,Ads,18,M
615,2022-02-08,DE,Email,43,M
616,2022-05-06,DE,Ads,25,F
617,2023-03-27,DE,Ads,33,M
618,2022-06-22,DE,Organic,55,M
619,2023-10-15,CH,Email,27,M
620,2022-08-08,DE,Organic,59,M
621,2023-09-30,DE,Email,54,M
622,2022-02-27,DE,Social,43,M
623,2023-10-22,DE,Organic,45,F
624,2023-04-21,DE,Organic,29,M
625,2023-04-01,DE,Email,37,F
626,2022-12-27,CH,Ads,31,F
627,2022-01-01,DE,Email,63,M
628,2023-01-22,DE,Social,52,M
629,2022-12-14,DE,Ads,46,F
630,2022-07-09,DE,Organic,29,M
631,2023-05-20,DE,Organic,35,M
632,2022-07-10,DE,Ads,61,M
633,2023-05-23,DE,Organic,19,F
634,2023-01-04,DE,Organic,19,F
635,2023-02-13,DE,Organic,34,Other
636,2022-04-27,DE,Ads,27,F
637,2022-05-14,DE,Ads,35,M
638,2022-02-27,DE,Email,39,M
639,2023-07-10,DE,Organic,36,M
640,2023-11-16,CH,Organic,18,M
641,2023-11-03,AT,Ads,41,M
642,2022-06-22,AT,Social,53,M
643,2022-05-29,DE,Email,42,M
644,2022-03-21,DE,Social,53,M
645,2022-08-01,DE,Social,48,M
646,2022-07-22,AT,Social,48,Other
647,2022-08-17,DE,Organic,19,F
648,2023-11-07,CH,Ads,36,Other
649,2022-08-15,CH,Email,29,M
650,2023-10-21,DE,Organic,27,M
651,2023-06-16,DE,Ads,48,M
652,2023-03-17,DE,Email,62,M
653,2023-02-06,AT,Organic,39,M
654,2022-02-16,DE,Ads,40,F
655,2022-08-21,AT,Social,40,Other
656,2022-11-01,DE,Organic,32,M
657,2023-06-10,DE,Organic,43,M
658,2022-05-23,CH,Organic,20,M
659,2023-02-19,DE,Social,40,M
660,2023-05-28,DE,Organic,37,M
661,2023-01-08,DE,Organic,62,M
662,2023-07-20,DE,Email,57,M
663,2022-09-16,DE,Social,56,M
664,2023-10-18,DE,Organic,25,M
665,2023-04-16,CH,Ads,35,M
666,2022-01-12,AT,Email,58,M
667,2022-11-26,DE,Organic,23,Other
668,2022-12-24,DE,Email,44,M
669,2023-02-12,DE,Social,53,F
670,2023-10-30,DE,Social,32,F
671,2023-01-08,CH,Email,54,F
672,2022-01-08,DE,Organic,22,F
673,2022-05-02,DE,Email,56,F
674,2022-12-14,DE,Organic,26,F
675,2023-11-07,DE,Ads,24,M
676,2022-03-31,DE,Organic,58,M
677,2023-10-10,DE,Ads,37,Other
678,2023-11-29,DE,Email,27,F
679,2022-11-12,DE,Ads,43,Other
680,2022-06-27,DE,Email,21,F
681,2023-06-24,DE,Ads,55,F
682,2022-02-10,DE,Email,41,F
683,2023-05-17,DE,Ads,31,F
684,2022-05-25,DE,Social,58,F
685,2022-07-20,DE,Organic,18,F
686,2023-04-06,DE,Social,34,F
687,2023-07-12,DE,Social,62,F
688,2023-07-01,CH,Email,41,F
689,2022-09-10,CH,Email,44,M
690,2023-01-25,DE,Ads,24,M
691,2023-08-17,CH,Social,26,F
692,2022-09-13,DE,Social,60,F
693,2023-03-26,DE,Email,52,M
694,2022-01-10,DE,Ads,29,M
695,2022-08-30,DE,Email,38,F
696,2022-09-08,DE,Organic,20,F
697,2022-01-05,DE,Organic,32,F
698,2022-04-29,DE,Email,38,F
699,2023-01-09,DE,Ads,27,M
700,2022-03-06,DE,Organic,50,M
701,2022-05-26,CH,Organic,63,M
702,2022-08-12,DE,Email,23,F
703,2022-08-27,DE,Social,19,M
704,2022-06-26,DE,Ads,46,F
705,2022-10-09,DE,Organic,57,F
706,2022-03-04,DE,Organic,50,F
707,2022-08-05,DE,Email,21,F
708,2023-11-20,DE,Email,21,M
709,2023-04-06,DE,Organic,46,F
710,2023-09-02,DE,Email,54,M
711,2022-04-15,DE,Organic,37,M
