order_id,customer_id,order_date,revenue,product_category,payment_method
375,106,2023-05-24,67.72,Sports,Credit Card
376,106,2023-06-01,90.24,Home,Credit Card
377,107,2023-05-19,25.0,Beauty,PayPal
378,107,2023-09-05,189.9,Home,Klarna
379,107,2023-10-13,79.04,Home,PayPal
380,107,2023-12-10,71.48,Clothing,PayPal
381,108,2022-08-25,26.35,Sports,Credit Card
382,109,2022-04-11,76.29,Clothing,PayPal
383,110,2022-02-08,10.26,Beauty,Klarna
384,110,2022-05-22,203.7,Sports,Credit Card
385,111,2022-07-05,11.58,Electronics,PayPal
386,112,2022-07-27,40.0,Sports,Credit Card
387,112,2022-09-28,111.98,Clothing,PayPal
388,112,2022-10-18,14.0,Clothing,Credit Card
389,112,2022-10-26,76.18,Home,PayPal
390,113,2022-05-31,38.06,Electronics,Credit Card
391,113,2022-08-09,82.93,Clothing,Klarna
392,113,2022-08-24,90.82,Home,Credit Card
393,113,2022-09-27,227.2,Home,Credit Card
394,114,2022-04-25,176.82,Home,Credit Card
395,114,2022-07-10,21.13,Clothing,PayPal
396,114,2022-10-19,140.6,Sports,PayPal
397,115,2023-06-03,21.13,Home,Klarna
398,115,2023-07-02,101.74,Home,PayPal
399,115,2023-08-21,64.75,Clothing,Klarna
400,115,2023-12-05,73.99,Home,Credit Card
401,116,2023-02-25,28.14,Home,Credit Card
402,116,2023-03-23,52.2,Sports,Klarna
403,117,2023-10-25,189.67,Home,Klarna
404,118,2022-05-08,152.43,Home,Klarna
405,118,2022-08-03,41.07,Home,PayPal
406,118,2022-09-20,38.9,Home,Credit Card
407,118,2022-10-17,212.23,Beauty,Klarna
408,119,2024-02-10,159.82,Sports,Credit Card
409,119,2024-05-19,76.51,Clothing,PayPal
410,119,2024-06-03,75.91,Beauty,Klarna
411,119,2024-08-22,125.71,Clothing,Credit Card
412,120,2023-10-02,37.75,Sports,PayPal
413,120,2023-11-16,103.16,Beauty,Credit Card
414,120,2023-12-08,47.58,Electronics,Klarna
415,120,2024-03-31,78.97,Home,Credit Card
416,121,2023-11-01,131.11,Beauty,Klarna
417,121,2024-01-23,10.5,Clothing,PayPal
418,121,2024-02-23,56.0,Home,PayPal
419,122,2023-05-05,29.78,Sports,PayPal
420,122,2023-08-24,45.52,Beauty,Klarna
421,122,2023-11-20,72.5,Clothing,PayPal
422,122,2023-12-11,45.6,Clothing,PayPal
423,122,2024-04-04,109.99,Home,Credit Card
424,123,2023-11-10,132.33,Electronics,Credit Card
425,123,2023-12-15,85.16,Home,PayPal
426,123,2024-03-13,98.88,Home,PayPal
427,123,2024-04-19,45.53,Clothing,PayPal
428,124,2022-03-03,11.43,Beauty,Klarna
429,124,2022-06-21,14.08,Home,Klarna
430,124,2022-07-04,88.22,Sports,PayPal
431,125,2022-10-07,42.77,Beauty,Credit Card
432,125,2022-11-16,64.14,Sports,PayPal
433,125,2023-02-28,36.04,Clothing,Credit Card
434,126,2023-09-14,27.36,Sports,Credit Card
435,126,2023-09-30,58.45,Clothing,PayPal
436,126,2024-01-23,39.2,Beauty,PayPal
437,126,2024-05-11,196.66,Home,PayPal
438,127,2023-03-18,30.54,Beauty,PayPal
439,127,2023-04-03,12.01,Home,Credit Card
440,127,2023-06-26,142.06,Beauty,Credit Card
441,127,2023-10-10,61.56,Clothing,Credit Card
442,127,2023-10-18,50.73,Beauty,PayPal
443,128,2023-04-04,85.62,Home,Credit Card
444,128,2023-04-25,161.97,Clothing,Credit Card
445,128,2023-06-19,144.69,Clothing,PayPal
446,128,2023-10-05,50.64,Sports,Credit Card
447,129,2022-09-05,30.24,Electronics,Klarna
448,129,2022-10-12,162.83,Home,PayPal
449,130,2022-02-04,53.65,Sports,PayPal
450,130,2022-05-27,115.96,Sports,Klarna
451,131,2023-10-28,109.23,Electronics,Klarna
452,131,2024-01-24,44.88,Home,Klarna
453,131,2024-03-16,24.53,Electronics,PayPal
454,132,2023-06-06,96.49,Home,PayPal
455,132,2023-06-21,67.16,Home,Credit Card
456,132,2023-08-19,75.57,Sports,Credit Card
457,132,2023-09-21,28.25,Sports,PayPal
458,132,2023-11-02,18.31,Sports,Credit Card
459,132,2023-12-13,41.95,Electronics,PayPal
460,133,2024-03-12,76.3,Electronics,Credit Card
461,134,2023-08-09,102.19,Clothing,PayPal
462,135,2022-10-24,32.33,Home,Credit Card
463,136,2023-10-27,74.22,Beauty,Klarna
464,136,2024-02-03,40.75,Clothing,Credit Card
465,136,2024-03-19,88.66,Home,PayPal
466,136,2024-07-12,65.01,Home,Klarna
467,137,2022-07-25,59.35,Electronics,Credit Card
468,137,2022-09-15,169.96,Electronics,PayPal
469,137,2022-12-08,79.05,Beauty,PayPal
470,138,2023-05-17,99.24,Clothing,PayPal
471,138,2023-06-13,31.02,Beauty,PayPal
472,138,2023-07-27,37.96,Home,Klarna
473,139,2023-02-27,96.89,Beauty,PayPal
474,139,2023-05-05,9.95,Electronics,PayPal
475,139,2023-05-28,126.68,Beauty,Credit Card
476,139,2023-07-05,178.27,Beauty,PayPal
477,139,2023-10-28,122.09,Electronics,Credit Card
478,139,2023-11-27,118.98,Electronics,Klarna
479,140,2022-11-09,13.47,Sports,PayPal
480,140,2022-12-16,110.21,Clothing,PayPal
481,140,2023-02-22,37.72,Clothing,Klarna
482,140,2023-06-07,14.68,Beauty,Klarna
483,140,2023-07-03,76.08,Sports,Credit Card
484,141,2023-12-05,155.33,Electronics,Credit Card
485,141,2024-02-16,78.24,Home,PayPal
486,141,2024-03-26,85.55,Beauty,PayPal
487,141,2024-06-09,29.41,Home,PayPal
488,142,2022-07-22,68.62,Clothing,Credit Card
489,142,2022-09-06,105.61,Sports,Klarna
490,142,2022-12-05,66.83,Sports,PayPal
491,143,2023-08-05,170.06,Electronics,Klarna
492,143,2023-09-03,98.09,Beauty,PayPal
493,143,2023-11-19,129.62,Electronics,Klarna
494,144,2022-05-31,63.07,Electronics,PayPal
495,145,2023-07-20,29.01,Clothing,Credit Card
496,145,2023-10-22,86.86,Electronics,PayPal
497,145,2023-11-02,79.06,Clothing,PayPal
498,145,2024-01-07,27.73,Beauty,Credit Card
499,146,2022-09-07,53.88,Home,Credit Card
500,147,2024-02-24,92.97,Beauty,Credit Card
501,147,2024-04-04,51.21,Electronics,Credit Card
502,147,2024-05-08,253.85,Clothing,Credit Card
503,148,2022-11-17,111.69,Clothing,Credit Card
504,148,2023-02-02,41.2,Electronics,PayPal
505,148,2023-05-21,46.76,Beauty,PayPal
506,149,2022-04-02,18.82,Electronics,Klarna
507,149,2022-06-10,199.26,Clothing,PayPal
508,149,2022-08-09,32.51,Electronics,Klarna
509,149,2022-09-26,47.54,Electronics,Credit Card
510,149,2022-12-07,11.41,Electronics,PayPal
511,149,2022-12-20,248.14,Sports,Credit Card
512,149,2023-04-01,74.51,Beauty,Klarna
513,149,2023-05-12,137.78,Electronics,Klarna
514,150,2023-11-28,23.93,Sports,PayPal
515,150,2024-03-05,32.98,Clothing,PayPal
516,151,2023-12-17,33.13,Sports,PayPal
517,151,2024-02-05,99.48,Clothing,Credit Card
518,151,2024-04-29,36.31,Beauty,Klarna
519,151,2024-08-07,8.84,Beauty,PayPal
520,151,2024-09-23,26.36,Sports,PayPal
521,151,2024-11-06,13.09,Beauty,Credit Card
522,152,2023-08-30,51.22,Beauty,Klarna
523,153,2023-08-12,84.22,Electronics,PayPal
524,153,2023-11-14,86.79,Electronics,PayPal
525,153,2023-12-21,268.59,Sports,PayPal
526,153,2024-01-30,67.25,Clothing,Klarna
527,153,2024-02-10,108.03,Sports,PayPal
528,153,2024-05-07,25.04,Sports,PayPal
529,153,2024-06-20,119.62,Clothing,Credit Card
530,153,2024-06-29,89.2,Sports,Credit Card
531,154,2024-01-18,43.02,Beauty,Credit Card
532,154,2024-04-18,14.01,Sports,PayPal
533,154,2024-05-02,22.84,Sports,PayPal
534,155,2022-04-13,21.99,Electronics,Credit Card
535,155,2022-07-25,195.75,Sports,PayPal
536,155,2022-08-04,135.68,Beauty,PayPal
537,156,2023-10-01,46.43,Electronics,PayPal
538,157,2023-09-07,174.11,Sports,PayPal
539,157,2023-12-04,175.64,Electronics,Credit Card
540,157,2023-12-21,34.7,Electronics,PayPal
541,157,2024-03-23,189.66,Clothing,PayPal
542,158,2023-02-16,102.93,Electronics,PayPal
543,159,2022-12-09,156.08,Sports,Credit Card
544,159,2023-03-16,26.06,Sports,PayPal
545,159,2023-06-09,101.56,Home,Credit Card
546,160,2023-12-28,81.96,Home,Credit Card
547,160,2024-04-20,242.98,Sports,PayPal
548,160,2024-05-09,161.71,Electronics,Credit Card
549,160,2024-05-20,50.63,Sports,Klarna
550,160,2024-06-06,14.84,Home,Klarna
551,161,2023-07-29,37.01,Sports,Credit Card
552,162,2023-01-05,79.11,Home,PayPal
553,162,2023-02-18,24.72,Home,Credit Card
554,162,2023-03-19,90.57,Beauty,PayPal
555,162,2023-05-05,77.39,Clothing,PayPal
556,162,2023-07-29,39.92,Beauty,PayPal
557,163,2023-06-25,89.94,Sports,Credit Card
558,163,2023-08-20,67.5,Sports,PayPal
559,163,2023-09-24,141.9,Electronics,PayPal
560,163,2024-01-04,80.3,Beauty,PayPal
561,163,2024-04-08,112.5,Beauty,Credit Card
562,164,2022-09-10,45.13,Beauty,PayPal
563,164,2022-12-28,51.41,Electronics,Credit Card
